YEAR,PUMFID,PERSONID,FWEIGHT,PROV,USZGAP,MBMREGP,AGEGP,SEX,MARSTP,CMPHI,HLEV2G,STUDTFP,FLLPRTP,FWORKED,SCSUM,ALFST,WKSEM,WKSUEM,WKSNLF,USHRWK,ALHRWK,FPDWK,FSEMP,IMMST,YRIMMG,ALIMO,ALIP,ATINC,BURSAR,CAPGN,CCAR,CHBEN,CHFED,CHPRV,COVTOT,CPQPP,CQPC,CWB,EARNG,EIBEN,EICON,FDITX,FRTXCR,GI,GSTXC,GTR,INCTX,INVA,MAJRI,MTINC,OAS,OASGI,OGNIE,OGTRAN,OTHINC,OTTXM,PEN,PENGIV,PENREC,PRPEN,PRSUPP,PRTXCR,PVITX,RPPC,RSPWI,SAPIS,SEMP,TTINC,UDPD,WGSAL,WKRCP,EFID,EFSIZE,EFTYP,EFMJIE,EFMJIEH,EFRMJIG,EFAGOFMP,EFAGYFMP,EFMJSI,EFALIMO,EFALIP,EFATINC,EFBURSAR,EFCAPGN,EFCCAR,EFCHBEN,EFCHFED,EFCHPRV,EFCOVTOT,EFCPQPP,EFCQPC,EFCWB,EFEARNG,EFEIBEN,EFEICON,EFFDITX,EFFRTXCR,EFGI,EFGSTXC,EFGTR,EFINCTX,EFINVA,EFMBIN18,EFMTINC,EFOAS,EFOASGI,EFOGNIE,EFOGTRAN,EFOTHINC,EFOTTXM,EFPEN,EFPENGIV,EFPENREC,EFPRPEN,EFPRSUPP,EFPRTXCR,EFPVITX,EFRPPC,EFRSPWI,EFSAPIS,EFSEMP,EFTTINC,EFUDPD,EFWGSAL,EFWKRCP,CFID,CFSIZE,CFCOMP,CFMJIE,CFMJIEH,CFRMJIG,CFAGOFMP,CFAGYFMP,CFMJSI,CFALIMO,CFALIP,CFATINC,CFBURSAR,CFCAPGN,CFCCAR,CFCHBEN,CFCHFED,CFCHPRV,CFCOVTOT,CFCPQPP,CFCQPC,CFCWB,CFEARNG,CFEIBEN,CFEICON,CFFDITX,CFFRTXCR,CFGI,CFGSTXC,CFGTR,CFINCTX,CFINVA,CFMTINC,CFOAS,CFOASGI,CFOGNIE,CFOGTRAN,CFOTHINC,CFOTTXM,CFPEN,CFPENGIV,CFPENREC,CFPRPEN,CFPRSUPP,CFPRTXCR,CFPVITX,CFRPPC,CFRSPWI,CFSAPIS,CFSEMP,CFTTINC,CFUDPD,CFWGSAL,CFWKRCP,HHSIZE,HHCOMP,HHMJIE,LICODA,LICOFA,LICODB,LICOFB,LIMSDA,LIMSFA,MBSCD18,MBSCF18,DWLTYP,DWTENR,REPA,SUIT,MORTG,MORTGM,CONDMP,RENTM,RNSUB,CHNEED,FSCADLTM,FSCCHLDM,FSCHHLDM,VISMINFL,VERDATE
2021,27113,"       2711302",90.4097,12,05,05,14,1,01,1,2,6,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,57280,0,0,0,0,0,0,0,12000,150,0,6500,0,125,3270,0,0,0,19750,7020,1050,06,44550,7750,7750,0,0,0,0,18000,19000,0,37000,0,0,3750,0,0,0,0,64300,0,6500,0,"       27113A",3,41,1,1,1,14,02,06,0,0,61300,0,0,0,2000,2000,0,0,12000,150,0,6500,0,125,3460,0,0,0,21750,7600,3650,60086,47150,7750,7750,0,0,0,0,37000,19000,19000,37000,0,0,4140,0,0,0,0,68900,0,6500,0,"       27113A01",3,04,1,1,1,14,02,06,0,0,61300,0,0,0,2000,2000,0,0,12000,150,0,6500,0,125,3460,0,0,0,21750,7600,3650,47150,7750,7750,0,0,0,0,37000,19000,19000,37000,0,0,4140,0,0,0,0,68900,0,6500,0,3,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,27113,"       2711303",90.4097,12,05,05,02,2,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       27113A",3,41,2,1,4,14,02,06,0,0,61300,0,0,0,2000,2000,0,0,12000,150,0,6500,0,125,3460,0,0,0,21750,7600,3650,60086,47150,7750,7750,0,0,0,0,37000,19000,19000,37000,0,0,4140,0,0,0,0,68900,0,6500,0,"       27113A01",3,04,2,1,3,14,02,06,0,0,61300,0,0,0,2000,2000,0,0,12000,150,0,6500,0,125,3460,0,0,0,21750,7600,3650,47150,7750,7750,0,0,0,0,37000,19000,19000,37000,0,0,4140,0,0,0,0,68900,0,6500,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,0,0,2," 28NOV2023"
2021,27115,"       2711501",197.3698,12,01,04,06,1,99,1,2,2,6,1,21,07,30,20,2,45.0,1350,1,2,2,6,0,0,39910,0,0,0,0,0,0,0,0,1350,0,29000,11500,475,1670,0,0,0,11500,4390,3800,02,32800,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,44300,0,29000,0,"       27115A",3,22,1,1,1,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,43785,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,"       27115A01",3,04,1,1,1,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,3,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,2,3,1,6,99999996,99999996,500,9,2,0,0,0,2," 28NOV2023"
2021,27115,"       2711502",197.3698,12,01,04,06,2,99,1,3,2,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,10325,0,0,725,6400,6000,400,0,0,0,0,725,3200,0,0,0,0,0,9600,0,0,04,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10325,0,725,0,"       27115A",3,22,2,1,2,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,43785,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,"       27115A01",3,04,2,1,2,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,2,3,1,6,99999996,99999996,500,9,2,0,0,0,2," 28NOV2023"
2021,27115,"       2711503",197.3698,12,01,04,01,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       27115A",3,22,2,1,3,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,43785,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,"       27115A01",3,04,2,1,3,06,01,02,0,0,50235,0,0,725,6400,6000,400,0,0,1350,0,29725,14700,475,1670,0,0,0,21100,4390,3800,33525,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,54625,0,29725,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,2,3,1,6,99999996,99999996,500,9,2,0,0,0,2," 28NOV2023"
2021,27133,"       2713301",490.1357,12,05,05,06,2,04,1,4,9,9,1,11,01,52,0,0,35.0,1820,1,2,2,6,0,0,34990,0,0,0,0,0,0,0,0,1600,0,32000,0,500,140,0,0,500,750,760,0,02,35000,0,0,250,750,3000,3000,0,0,0,0,0,250,620,0,0,0,0,35750,0,32000,0,"       27133A",1,14,1,2,1,06,06,02,0,0,34990,0,0,0,0,0,0,0,0,1600,0,32000,0,500,140,0,0,500,750,760,0,32440,35000,0,0,250,750,3000,3000,0,0,0,0,0,250,620,0,0,0,0,35750,0,32000,0,"       27133A01",1,01,1,2,1,06,06,02,0,0,34990,0,0,0,0,0,0,0,0,1600,0,32000,0,500,140,0,0,500,750,760,0,35000,0,0,250,750,3000,3000,0,0,0,0,0,250,620,0,0,0,0,35750,0,32000,0,3,3,2,999.6,2,999.6,2,999.6,2,999.6,2,9,2,3,1,6,99999996,99999996,0,9,2,1,6,1,1," 28NOV2023"
2021,27133,"       2713302",490.1357,12,05,05,05,1,04,9,9,1,1,1,12,01,52,0,0,16.0,832,1,2,2,6,0,0,36525,15500,0,0,0,0,0,8250,0,475,0,12500,0,50,0,0,0,175,8525,0,0,07,28000,0,0,100,8525,15500,0,0,0,0,0,0,100,0,0,0,0,0,36525,25,12500,0,"       27133B",1,13,1,2,1,05,05,07,0,0,36525,15500,0,0,0,0,0,8250,0,475,0,12500,0,50,0,0,0,175,8525,0,0,35525,28000,0,0,100,8525,15500,0,0,0,0,0,0,100,0,0,0,0,0,36525,25,12500,0,"       27133B01",1,01,1,2,1,05,05,07,0,0,36525,15500,0,0,0,0,0,8250,0,475,0,12500,0,50,0,0,0,175,8525,0,0,28000,0,0,100,8525,15500,0,0,0,0,0,0,100,0,0,0,0,0,36525,25,12500,0,3,3,2,999.6,2,999.6,2,999.6,2,999.6,2,9,2,3,1,6,99999996,99999996,0,9,2,1,6,1,9," 28NOV2023"
2021,27133,"       2713303",490.1357,12,05,05,06,1,01,1,4,2,6,1,11,01,52,0,0,37.5,1950,1,2,9,9,0,0,44780,0,0,0,0,0,0,0,0,2500,0,55000,0,775,5560,0,0,350,350,10570,0,02,55000,0,0,0,350,0,0,0,0,0,0,0,0,5010,0,0,0,0,55350,125,55000,0,"       27133C",1,13,1,1,1,06,06,02,0,0,44780,0,0,0,0,0,0,0,0,2500,0,55000,0,775,5560,0,0,350,350,10570,0,40905,55000,0,0,0,350,0,0,0,0,0,0,0,0,5010,0,0,0,0,55350,125,55000,0,"       27133C01",1,01,1,1,1,06,06,02,0,0,44780,0,0,0,0,0,0,0,0,2500,0,55000,0,775,5560,0,0,350,350,10570,0,55000,0,0,0,350,0,0,0,0,0,0,0,0,5010,0,0,0,0,55350,125,55000,0,3,3,1,999.6,2,999.6,2,999.6,2,999.6,2,9,2,3,1,6,99999996,99999996,0,9,2,1,6,1,1," 28NOV2023"
2021,27134,"       2713401",182.2541,12,06,06,03,1,96,6,6,6,6,6,96,96,96,96,96,999.6,9996,6,6,6,6,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,96,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,999999999996,"       27134A",2,31,2,1,3,09,03,04,0,0,9725,0,0,0,6850,6000,850,0,0,0,0,425,0,0,0,0,0,0,7200,0,2100,9325,2525,0,0,350,350,0,0,0,0,0,0,0,350,0,0,0,0,0,9725,0,425,0,"       27134A01",2,06,2,1,3,09,03,04,0,0,9725,0,0,0,6850,6000,850,0,0,0,0,425,0,0,0,0,0,0,7200,0,2100,2525,0,0,350,350,0,0,0,0,0,0,0,350,0,0,0,0,0,9725,0,425,0,2,2,2,58.6,1,67.0,1,74.9,1,72.7,1,3,2,3,2,6,99999996,99999996,1300,2,6,0,0,0,1," 28NOV2023"
2021,27134,"       2713402",182.2541,12,06,06,09,2,01,1,4,1,1,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,9725,0,0,0,6850,6000,850,0,0,0,0,425,0,0,0,0,0,0,7200,0,2100,04,2525,0,0,350,350,0,0,0,0,0,0,0,350,0,0,0,0,0,9725,0,425,0,"       27134A",2,31,1,1,1,09,03,04,0,0,9725,0,0,0,6850,6000,850,0,0,0,0,425,0,0,0,0,0,0,7200,0,2100,9325,2525,0,0,350,350,0,0,0,0,0,0,0,350,0,0,0,0,0,9725,0,425,0,"       27134A01",2,06,1,1,1,09,03,04,0,0,9725,0,0,0,6850,6000,850,0,0,0,0,425,0,0,0,0,0,0,7200,0,2100,2525,0,0,350,350,0,0,0,0,0,0,0,350,0,0,0,0,0,9725,0,425,0,2,2,1,58.6,1,67.0,1,74.9,1,72.7,1,3,2,3,2,6,99999996,99999996,1300,2,6,0,0,0,1," 28NOV2023"
2021,27143,"       2714301",100.9463,12,05,05,15,2,01,1,4,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,39270,0,0,0,0,0,0,0,8750,0,0,0,0,0,2890,0,0,0,16500,6230,0,06,29000,7250,7750,0,0,0,0,29000,0,0,29000,0,0,3340,0,0,0,0,45500,0,0,0,"       27143A",2,24,2,1,2,15,15,06,0,0,88230,0,0,0,0,0,0,0,21250,0,0,0,0,0,7850,0,0,0,40400,16170,0,89318,64000,14750,15750,0,3400,0,0,64000,0,0,64000,0,0,8320,0,0,0,0,104400,0,0,3400,"       27143A01",2,03,2,1,2,15,15,06,0,0,88230,0,0,0,0,0,0,0,21250,0,0,0,0,0,7850,0,0,0,40400,16170,0,64000,14750,15750,0,3400,0,0,64000,0,0,64000,0,0,8320,0,0,0,0,104400,0,0,3400,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27143,"       2714302",100.9463,12,05,05,15,1,01,1,3,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,48960,0,0,0,0,0,0,0,12500,0,0,0,0,0,4960,0,0,0,23900,9940,0,06,35000,7500,8000,0,3400,0,0,35000,0,0,35000,0,0,4980,0,0,0,0,58900,0,0,3400,"       27143A",2,24,1,1,1,15,15,06,0,0,88230,0,0,0,0,0,0,0,21250,0,0,0,0,0,7850,0,0,0,40400,16170,0,89318,64000,14750,15750,0,3400,0,0,64000,0,0,64000,0,0,8320,0,0,0,0,104400,0,0,3400,"       27143A01",2,03,1,1,1,15,15,06,0,0,88230,0,0,0,0,0,0,0,21250,0,0,0,0,0,7850,0,0,0,40400,16170,0,64000,14750,15750,0,3400,0,0,64000,0,0,64000,0,0,8320,0,0,0,0,104400,0,0,3400,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27147,"       2714701",161.8163,12,01,04,15,2,03,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,24900,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,2600,500,23775,0,150,04,1125,7500,10600,175,675,0,0,975,0,0,975,0,175,0,0,0,0,0,24900,0,0,0,"       27147A",1,12,1,1,1,15,15,04,0,0,24900,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,2600,500,23775,0,150,25901,1125,7500,10600,175,675,0,0,975,0,0,975,0,175,0,0,0,0,0,24900,0,0,0,"       27147A01",1,01,1,1,1,15,15,04,0,0,24900,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,2600,500,23775,0,150,1125,7500,10600,175,675,0,0,975,0,0,975,0,175,0,0,0,0,0,24900,0,0,0,1,1,1,999.6,2,999.6,2,9.0,1,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27166,"       2716601",146.7766,12,01,04,09,1,02,1,3,2,6,1,21,05,41,0,11,45.0,1845,1,2,2,6,0,0,58050,0,0,0,0,0,0,0,0,3100,0,77500,0,875,10420,0,0,0,0,19450,0,02,77500,0,0,0,0,0,0,0,0,0,0,0,0,9030,0,0,0,0,77500,0,77500,0,"       27166A",2,21,1,1,1,09,08,02,0,0,92630,0,0,0,0,0,0,0,0,5200,0,118500,0,1600,13840,0,0,0,0,25870,0,87767,118500,0,0,0,0,0,0,0,0,0,0,0,0,12030,525,0,0,0,118500,200,118500,0,"       27166A01",2,03,1,1,1,09,08,02,0,0,92630,0,0,0,0,0,0,0,0,5200,0,118500,0,1600,13840,0,0,0,0,25870,0,118500,0,0,0,0,0,0,0,0,0,0,0,0,12030,525,0,0,0,118500,200,118500,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27166,"       2716602",146.7766,12,01,04,08,2,02,1,3,2,6,1,21,05,16,0,36,40.0,640,1,2,2,6,0,0,34580,0,0,0,0,0,0,0,0,2100,0,41000,0,725,3420,0,0,0,0,6420,0,02,41000,0,0,0,0,0,0,0,0,0,0,0,0,3000,525,0,0,0,41000,200,41000,0,"       27166A",2,21,2,1,2,09,08,02,0,0,92630,0,0,0,0,0,0,0,0,5200,0,118500,0,1600,13840,0,0,0,0,25870,0,87767,118500,0,0,0,0,0,0,0,0,0,0,0,0,12030,525,0,0,0,118500,200,118500,0,"       27166A01",2,03,2,1,2,09,08,02,0,0,92630,0,0,0,0,0,0,0,0,5200,0,118500,0,1600,13840,0,0,0,0,25870,0,118500,0,0,0,0,0,0,0,0,0,0,0,0,12030,525,0,0,0,118500,200,118500,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27213,"       2721301",150.7209,12,05,05,13,2,03,1,4,6,6,2,30,03,0,0,52,999.6,9996,6,6,9,9,0,0,43630,0,0,0,0,0,0,0,14000,0,0,0,0,0,5810,0,0,475,14650,11020,0,06,40000,0,0,175,650,0,0,40000,0,0,40000,0,175,5210,0,0,0,0,54650,0,0,0,"       27213A",1,14,1,1,1,13,13,06,0,0,43630,0,0,0,0,0,0,0,14000,0,0,0,0,0,5810,0,0,475,14650,11020,0,43255,40000,0,0,175,650,0,0,40000,0,0,40000,0,175,5210,0,0,0,0,54650,0,0,0,"       27213A01",1,01,1,1,1,13,13,06,0,0,43630,0,0,0,0,0,0,0,14000,0,0,0,0,0,5810,0,0,475,14650,11020,0,40000,0,0,175,650,0,0,40000,0,0,40000,0,175,5210,0,0,0,0,54650,0,0,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,1,2,2,1,6,99999996,99999996,600,2,2,3,6,3,2," 28NOV2023"
2021,27234,"       2723401",169.5056,12,06,06,15,2,01,1,4,6,6,2,30,96,96,96,96,999.6,9996,6,6,1,5,0,0,17850,0,875,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,10050,0,4200,04,7800,7750,8250,0,0,0,0,6600,0,3000,3600,0,0,0,0,0,0,0,17850,0,0,0,"       27234A",2,24,2,1,2,15,15,04,0,0,42750,0,875,0,0,0,0,0,7550,0,0,0,0,0,0,0,0,400,23950,0,4200,48168,18800,15000,16000,0,400,0,0,14600,3000,3000,14600,0,0,0,0,0,0,0,42750,0,0,0,"       27234A01",2,03,2,1,2,15,15,04,0,0,42750,0,875,0,0,0,0,0,7550,0,0,0,0,0,0,0,0,400,23950,0,4200,18800,15000,16000,0,400,0,0,14600,3000,3000,14600,0,0,0,0,0,0,0,42750,0,0,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27234,"       2723402",169.5056,12,06,06,15,1,01,1,4,6,6,2,30,96,96,96,96,999.6,9996,6,6,1,5,0,0,24900,0,0,0,0,0,0,0,5750,0,0,0,0,0,0,0,0,400,13900,0,0,04,11000,7250,7750,0,400,0,0,8000,3000,0,11000,0,0,0,0,0,0,0,24900,0,0,0,"       27234A",2,24,1,1,1,15,15,04,0,0,42750,0,875,0,0,0,0,0,7550,0,0,0,0,0,0,0,0,400,23950,0,4200,48168,18800,15000,16000,0,400,0,0,14600,3000,3000,14600,0,0,0,0,0,0,0,42750,0,0,0,"       27234A01",2,03,1,1,1,15,15,04,0,0,42750,0,875,0,0,0,0,0,7550,0,0,0,0,0,0,0,0,400,23950,0,4200,18800,15000,16000,0,400,0,0,14600,3000,3000,14600,0,0,0,0,0,0,0,42750,0,0,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27235,"       2723501",147.8929,12,05,05,07,1,04,1,2,2,6,1,11,01,52,0,0,36.0,1872,1,2,2,6,0,0,39660,0,0,0,0,0,0,0,0,2300,0,47000,0,750,4030,0,0,400,400,7740,0,02,47000,0,0,0,400,0,0,0,0,0,0,0,0,3710,0,0,0,0,47400,0,47000,0,"       27235A",1,13,1,1,1,07,07,02,0,0,39660,0,0,0,0,0,0,0,0,2300,0,47000,0,750,4030,0,0,400,400,7740,0,36407,47000,0,0,0,400,0,0,0,0,0,0,0,0,3710,0,0,0,0,47400,0,47000,0,"       27235A01",1,01,1,1,1,07,07,02,0,0,39660,0,0,0,0,0,0,0,0,2300,0,47000,0,750,4030,0,0,400,400,7740,0,47000,0,0,0,400,0,0,0,0,0,0,0,0,3710,0,0,0,0,47400,0,47000,0,1,1,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,2,1,1,100,99999996,99999996,6,2,3,6,3,2," 28NOV2023"
2021,27250,"       2725001",161.4523,12,05,05,15,2,03,1,3,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,24975,0,50,0,0,0,0,0,8250,0,0,0,0,0,0,0,1800,375,18700,0,275,04,6275,7500,9800,275,650,0,0,6000,0,0,6000,0,275,0,0,0,0,0,24975,0,0,0,"       27250A",1,12,1,1,1,15,15,04,0,0,24975,0,50,0,0,0,0,0,8250,0,0,0,0,0,0,0,1800,375,18700,0,275,21974,6275,7500,9800,275,650,0,0,6000,0,0,6000,0,275,0,0,0,0,0,24975,0,0,0,"       27250A01",1,01,1,1,1,15,15,04,0,0,24975,0,50,0,0,0,0,0,8250,0,0,0,0,0,0,0,1800,375,18700,0,275,6275,7500,9800,275,650,0,0,6000,0,0,6000,0,275,0,0,0,0,0,24975,0,0,0,1,1,1,999.6,2,999.6,2,8.7,1,2.6,1,4,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27284,"       2728401",133.6969,12,01,04,15,2,01,1,2,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,31650,0,0,0,0,0,0,0,7500,0,0,0,0,0,60,0,0,50,15050,1400,0,06,18000,7500,7500,0,50,0,0,20500,0,2500,18000,0,0,1340,0,0,0,0,33050,0,0,0,"       27284A",3,42,1,1,1,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,58662,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,"       27284A01",3,05,1,1,1,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,3,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27284,"       2728402",133.6969,12,01,04,15,1,01,2,1,6,6,2,30,96,96,96,96,999.6,9996,6,6,2,6,0,0,26480,0,0,0,0,0,0,0,10500,0,0,0,0,0,70,0,0,0,18250,70,50,04,8300,7250,7750,0,0,0,0,5750,2500,0,8250,0,0,0,0,0,0,0,26550,0,0,0,"       27284A",3,42,2,1,2,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,58662,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,"       27284A01",3,05,2,1,2,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27284,"       2728403",133.6969,12,01,04,10,1,04,1,3,2,6,2,30,03,0,0,52,999.6,9996,6,6,2,6,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,550,0,0,04,0,0,0,225,550,0,0,0,0,0,0,0,225,0,0,0,0,0,550,0,0,0,"       27284A",3,42,2,1,3,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,58662,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,"       27284A01",3,05,2,1,3,15,10,04,0,0,58680,0,0,0,0,0,0,0,18000,0,0,0,0,0,130,0,0,375,33850,1470,50,26300,14750,15250,225,600,0,0,26250,2500,2500,26250,0,225,1340,0,0,0,0,60150,0,0,0,3,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27352,"       2735201",164.0575,12,01,04,11,2,02,1,2,6,6,1,21,04,23,29,0,35.0,805,1,2,2,6,0,0,29970,0,0,0,0,0,0,0,0,925,0,20000,13500,350,2010,0,0,0,13500,3530,0,02,20000,0,0,0,0,0,0,0,0,0,0,0,0,1520,1650,0,0,0,33500,200,20000,0,"       27352A",2,21,2,1,2,11,10,03,0,0,190550,0,625,0,0,0,0,0,0,7175,0,260000,13500,1200,52010,0,0,0,13500,91200,8250,183232,268250,0,0,0,0,0,0,0,0,0,0,0,0,39190,1650,0,0,240000,281750,200,20000,0,"       27352A01",2,03,2,1,2,11,10,03,0,0,190550,0,625,0,0,0,0,0,0,7175,0,260000,13500,1200,52010,0,0,0,13500,91200,8250,268250,0,0,0,0,0,0,0,0,0,0,0,0,39190,1650,0,0,240000,281750,200,20000,0,2,2,2,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
2021,27352,"       2735202",164.0575,12,01,04,10,1,02,2,1,2,6,1,11,01,52,0,0,40.0,2080,2,1,2,6,0,0,160580,0,625,0,0,0,0,0,0,6250,0,240000,0,850,50000,0,0,0,0,87670,8250,03,248250,0,0,0,0,0,0,0,0,0,0,0,0,37670,0,0,0,240000,248250,0,0,0,"       27352A",2,21,1,1,1,11,10,03,0,0,190550,0,625,0,0,0,0,0,0,7175,0,260000,13500,1200,52010,0,0,0,13500,91200,8250,183232,268250,0,0,0,0,0,0,0,0,0,0,0,0,39190,1650,0,0,240000,281750,200,20000,0,"       27352A01",2,03,1,1,1,11,10,03,0,0,190550,0,625,0,0,0,0,0,0,7175,0,260000,13500,1200,52010,0,0,0,13500,91200,8250,268250,0,0,0,0,0,0,0,0,0,0,0,0,39190,1650,0,0,240000,281750,200,20000,0,2,2,1,999.6,2,999.6,2,999.6,2,999.6,2,1,1,3,1,2,99999996,99999996,99999996,6,2,0,6,0,2," 28NOV2023"
